City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Sabang,ID,5.8933,95.3214,82.35,73,93,4.5,overcast clouds
701,Union De San Antonio,MX,21.1,-101.9667,71.67,57,14,1.66,few clouds
702,Presidente Dutra,BR,-5.29,-44.49,75.29,87,34,3.85,scattered clouds
703,Vagur,FO,61.4732,-6.8119,50.56,96,96,19.37,overcast clouds
704,Orje,NO,59.4802,11.6602,36.14,85,100,4.47,snow
705,Chimore,BO,-16.9833,-65.1333,71.85,70,100,2.17,overcast clouds
706,Livny,RU,52.4253,37.6069,35.02,87,29,7.74,scattered clouds
707,Namatanai,PG,-3.6667,152.4333,85.84,63,32,8.03,scattered clouds
708,The Valley,AI,18.217,-63.0578,82.26,72,6,6.29,clear sky
709,Florence,IT,43.7667,11.25,53.29,87,0,2.3,clear sky
710,Inirida,CO,3.8653,-67.9239,74.32,95,27,2.3,scattered clouds
711,Turukhansk,RU,65.8167,87.9833,35.44,98,100,14.29,light rain
712,Abeokuta,NG,7.15,3.35,72.72,96,93,3.22,overcast clouds
713,Porto De Moz,BR,-1.7483,-52.2383,72.05,97,100,1.63,moderate rain
714,Santa Cruz,BO,-17.8,-63.1667,71.06,83,90,5.75,overcast clouds
715,La Rioja,ES,42.25,-2.5,49.48,69,100,5.37,overcast clouds
716,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.48,83,42,7.81,scattered clouds
717,Ukiah,US,39.1502,-123.2078,54.52,80,1,3.44,clear sky
718,Ambilobe,MG,-13.2,49.05,69.15,66,70,4.23,broken clouds
719,Honiara,SB,-9.4333,159.95,84.78,75,42,1.01,scattered clouds
720,Sayat,TM,38.7839,63.8803,59.92,17,44,6.78,scattered clouds
721,Alyangula,AU,-13.8483,136.4192,86.7,60,10,7.9,clear sky
722,Doha,QA,25.2867,51.5333,84.18,54,0,10.36,clear sky
723,Mossingen,DE,48.4057,9.0542,49.89,88,99,4.7,overcast clouds
724,Tucuman,AR,-26.8241,-65.2226,63.16,51,25,5.57,scattered clouds
725,Mount Darwin,ZW,-16.7725,31.5838,66.09,76,95,10.16,overcast clouds
726,Las Vegas,US,36.175,-115.1372,60.58,39,8,1.01,clear sky
727,Jorochito,BO,-18.05,-63.4333,69.53,63,100,3.22,overcast clouds
728,Gondanglegi,ID,-7.7479,112.0132,92.68,49,88,8.68,overcast clouds
729,Pasir Gudang,MY,1.4584,103.8805,87.91,68,75,5.75,broken clouds
730,Naryan-Mar,RU,67.6713,53.087,33.51,92,100,7.14,overcast clouds
731,Sadiqabad,PK,28.3062,70.1307,82.54,12,0,7.81,clear sky
732,Chegdomyn,RU,51.1167,133.0167,28.83,35,6,4.36,clear sky
733,Ivybridge,GB,50.3904,-3.9191,63.57,98,100,15.77,overcast clouds
734,Vysokogornyy,RU,50.1167,139.15,26.33,56,10,10.85,clear sky
735,Sanming,CN,26.2486,117.6186,69.21,71,58,4.56,broken clouds
736,Trapani,IT,37.8333,12.6667,62.78,79,72,5.01,broken clouds
737,Yunhe,CN,34.0833,119.7167,62.51,57,100,14.79,overcast clouds
738,Oum Hadjer,TD,13.2954,19.6966,80.82,25,11,1.72,few clouds
739,Nanzhang,CN,31.7765,111.8386,60.13,70,100,2.39,light rain
740,San Antonio,US,29.4241,-98.4936,70.81,67,1,10.36,clear sky
741,Constantine,DZ,36.365,6.6147,51.3,80,0,1.45,clear sky
742,George,ZA,-33.963,22.4617,44.15,93,0,2.3,clear sky
743,Soyo,AO,-6.1349,12.3689,75.52,81,100,6.55,overcast clouds
744,Paola,IT,39.3599,16.0396,51.01,77,18,7.07,few clouds
745,Saint-Augustin,CA,51.226,-58.6502,44.17,97,100,26.91,overcast clouds
746,Nishihara,JP,26.1842,127.7558,76.66,83,75,20.71,broken clouds
